Cell ID,Afterhyperpolarization (mV),Age (postnatal days),CTKE T type,CTKE T type confidence,CTKE T type top-3 (Top three mapping M1 cell types from CTKE with bootstrap-based confidence of mapping to each type),Cre (+ or -),ISI adaptation index,Inferred layer,Max number of APs,Membrane time constant (ms),Mouse genotype,RNA family (subclass),Sex,Spike frequency adaptation,Targeted layer,Upstroke-to-downstroke ratio,VISp Viewer T type,VISp Viewer T type top-3 (Top three mapping VISp/ALM cell types from Tasic et al 2018 and used in the VISp Viewer with bootstrap-based confidence of mapping to each type),VISp_T_1,VISp_T_2,VISp_T_3,CTKE_T_1,CTKE_T_2,CTKE_T_3,VISp_MET_1,VISp_MET_2,VISp_MET_3
20180904_sample_5,18.2279292494058,85,Pvalb Il1rapl2,0.78,"Pvalb Il1rapl2 (77.6%), Pvalb Reln (17.0%), Pvalb Gpr149 (3.1%)",PV+,1.13846153846153,L5,95,7.55760330901891,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.958333333333333,L5,1.16922102432332,Pvalb Reln Itm2a,"Pvalb Reln Itm2a (57.0%), Pvalb Tpbg (42.0%)",Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20180904_sample_6,18.0426985025405,85,Pvalb Reln,0.91,"Pvalb Reln (90.9%), Pvalb Kank4 (4.4%)",PV+,1.05813953488371,L5,67,8.2223242118076,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.941176470588235,L5,1.19802286931052,Pvalb Reln Itm2a,Pvalb Reln Itm2a (100.0%),Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20180904_sample_7,17.4332167953252,85,Pvalb Il1rapl2,0.96,Pvalb Il1rapl2 (95.9%),PV+,0.983952702702703,L2/3,92,8.58711105165834,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.895833333333333,L2/3,0.87797610106798,Pvalb Tpbg,Pvalb Tpbg (100.0%),Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20180904_sample_9,18.8342723995447,85,Pvalb Il1rapl2,0.92,"Pvalb Il1rapl2 (91.9%), Pvalb Reln (6.3%)",PV+,1.12738853503184,L2/3,99,5.11404560731633,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.849056603773584,L2/3,1.13085055247181,Pvalb Tpbg,Pvalb Tpbg (99.0%),Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20180905_sample_1,10.3272758424282,79,Sst Pvalb Calb2,0.49,"Sst Pvalb Calb2 (49.1%), Sst Calb2 (48.9%)",SST+,1.32526475037821,L2/3,15,21.1909057097901,Sst-IRES-Cre/wt; Ai9/wt,Sst,F,0.666666666666666,L2/3,1.91643361125188,Sst Calb2 Pdlim5,Sst Calb2 Pdlim5 (96.0%),Sst,Sst_Calb2,Sst_Calb2_Pdlim5,Sst,Sst_Pvalb,Sst_Pvalb_Calb2,unk,unk,unk
20180905_sample_2,16.0661712288856,79,Sst Calb2,0.73,"Sst Calb2 (72.7%), Sst Hpse (25.3%)",SST+,1.17001545595054,L2/3,24,21.9564674341649,Sst-IRES-Cre/wt; Ai9/wt,Sst,F,0.714285714285714,L2/3,1.92597509456173,Sst Calb2 Pdlim5,"Sst Calb2 Pdlim5 (84.0%), Sst Hpse Cbln4 (16.0%)",Sst,Sst_Calb2,Sst_Calb2_Pdlim5,Sst,Sst_Calb2,Sst_Calb2,unk,unk,unk
20180910_sample_2,7.78798013925552,84,Sst Myh8_1,0.68,"Sst Myh8_1 (68.4%), Sst Etv1 (23.4%), Sst Crhr2_2 (5.6%)",SST+,1.13010446343779,L5,22,29.7590750150154,Sst-IRES-Cre/wt; Ai9/wt,Sst,F,0.833333333333333,L5,2.35667592108147,Sst Chrna2 Glra3,"Sst Chrna2 Glra3 (55.0%), Sst Myh8 Etv1  (44.0%)",Sst,Sst_Chrna2,Sst_Chrna2_Glra3,Sst,Sst_Myh8_1,Sst_Myh8_1,unk,unk,unk
20180910_sample_3,13.5582350194454,84,Sst Crhr2_2,0.83,"Sst Crhr2_2 (83.1%), Sst Crhr2_1 (12.3%)",SST+,1.33970588235294,L5,21,15.0081261143266,Sst-IRES-Cre/wt; Ai9/wt,Sst,F,0.615384615384615,L5,2.03219654036142,Sst Esm1,"Sst Esm1 (86.0%), Sst Crh 4930553C11Rik  (14.0%)",Sst,Sst_Esm1,Sst_Esm1,Sst,Sst_Crhr2_2,Sst_Crhr2_2,unk,unk,unk
20180911_sample_1,8.67921859025955,85,Sst Chodl,1.0,Sst Chodl (100.0%),SST+,1.09871244635193,L2/3,15,31.2281841248315,Sst-IRES-Cre/wt; Ai9/wt,Sst,M,0.5,L2/3,3.5055396840991,Sst Chodl,Sst Chodl (100.0%),Sst,Sst_Chodl,Sst_Chodl,Sst,Sst_Chodl,Sst_Chodl,unk,unk,unk
20180911_sample_2,19.1984772682189,85,Sst C1ql3_1,0.68,"Sst C1ql3_1 (67.6%), Sst C1ql3_2 (21.3%), Sst Th_1 (9.0%)",SST+,1.12607944732296,L6,31,23.6857337755729,Sst-IRES-Cre/wt; Ai9/wt,Sst,M,0.823529411764705,L5,1.8673281771608,Sst Rxfp1 Prdm8,"Sst Rxfp1 Prdm8 (85.0%), Sst Rxfp1 Eya1 (12.0%)",Sst,Sst_Rxfp1,Sst_Rxfp1_Prdm8,Sst,Sst_C1ql3_1,Sst_C1ql3_1,unk,unk,unk
20180911_sample_3,11.91021874547,85,Sst Calb2,1.0,Sst Calb2 (100.0%),SST+,1.11486486486486,L2/3,26,26.4712607896522,Sst-IRES-Cre/wt; Ai9/wt,Sst,M,0.625,L2/3,1.90366391138017,Sst Calb2 Pdlim5,Sst Calb2 Pdlim5 (100.0%),Sst,Sst_Calb2,Sst_Calb2_Pdlim5,Sst,Sst_Calb2,Sst_Calb2,unk,unk,unk
20180911_sample_5,16.8999321758747,85,Sst Chodl,0.14,"Sst Th_3 (13.9%), Sst Chodl (13.9%), Pvalb Calb1_1 (10.1%)",SST+,1.07213930348258,L2/3,32,18.5898451581797,Sst-IRES-Cre/wt; Ai9/wt,Sst,M,0.777777777777777,L2/3,1.51148258084446,Sst Tac1 Tacr3,"Sst Tac1 Tacr3 (42.0%), Meis2 Adamts19 (26.0%), Sst Calb2 Necab1 (13.0%)",Sst,Sst_Tac1,Sst_Tac1_Tacr3,Sst,Sst_Chodl,Sst_Chodl,unk,unk,unk
20180911_sample_6,12.1009461581707,85,Sst Tac2,0.69,"Sst Tac2 (69.3%), Sst C1ql3_2 (19.3%), Sst Myh8_1 (7.4%)",SST+,1.2708719851577,L5,30,25.9680565012285,Sst-IRES-Cre/wt; Ai9/wt,Sst,M,0.705882352941176,L5,2.12291019456296,Sst Tac2 Tacstd2,Sst Tac2 Tacstd2 (99.0%),Sst,Sst_Tac2,Sst_Tac2_Tacstd2,Sst,Sst_Tac2,Sst_Tac2,unk,unk,unk
20180912_sample_2,16.8864428997039,75,Pvalb Il1rapl2,0.99,Pvalb Il1rapl2 (99.3%),PV+,1.0560975609756,L2/3,49,12.2477489579542,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.884615384615384,L2/3,1.4760282232015,Pvalb Tpbg,Pvalb Tpbg (100.0%),Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20180912_sample_3,16.791708767414,75,Pvalb Gpr149,0.75,"Pvalb Gpr149 (74.7%), Pvalb Reln (20.9%)",PV+,1.17127071823204,L5,118,8.79421190876218,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.95,L5,1.07703806172085,Pvalb Gpr149 Islr,"Pvalb Gpr149 Islr (86.0%), Pvalb Reln Itm2a (10.0%)",Pvalb,Pvalb_Gpr149,Pvalb_Gpr149_Islr,Pvalb,Pvalb_Gpr149,Pvalb_Gpr149,unk,unk,unk
20180912_sample_6,26.3496618717908,75,Pvalb Il1rapl2,0.79,"Pvalb Il1rapl2 (78.6%), Pvalb Reln (19.6%)",PV+,1.09186351706036,L2/3,80,6.64265284330274,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.975,L2/3,1.10992548988196,Pvalb Tpbg,"Pvalb Tpbg (85.0%), Pvalb Reln Itm2a (15.0%)",Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20180917_sample_1,14.8050263524055,69,Sst Crhr2_2,0.91,"Sst Crhr2_2 (90.6%), Sst Crhr2_1 (7.3%)",SST+,1.19398907103825,L5,13,33.0340691508265,Sst-IRES-Cre/wt; Ai9/wt,Sst,M,0.444444444444444,L5,2.43578005180783,Sst Esm1,Sst Esm1 (100.0%),Sst,Sst_Esm1,Sst_Esm1,Sst,Sst_Crhr2_2,Sst_Crhr2_2,unk,unk,unk
20180917_sample_2,16.9549100100994,69,Pvalb Kank4,0.86,"Pvalb Kank4 (85.7%), Pvalb Calb1_1 (10.6%)",SST+,1.20183486238532,L6,61,10.6444226678761,Sst-IRES-Cre/wt; Ai9/wt,Pvalb,M,0.935483870967741,L5,1.1656267782021,Pvalb Sema3e Kank4,Pvalb Sema3e Kank4 (100.0%),Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,Pvalb,Pvalb_Kank4,Pvalb_Kank4,unk,unk,unk
20180917_sample_3,3.94191592931747,69,L2/3 IT_3,0.75,"L2/3 IT_3 (74.7%), L4/5 IT_1 (14.1%), L4/5 IT_2 (3.3%)",SST-,1.33453052847614,L2/3,13,9.29783323117569,Sst-IRES-Cre/wt; Ai9/wt,IT,M,0.857142857142857,L2/3,4.05487729179422,L4 IT VISp Rspo1,"L4 IT VISp Rspo1 (86.0%), L5 IT ALM Pld5 (6.0%), L2/3 IT VISp Agmat (4.0%)",L4IT,L4IT_IT,L4IT_IT_VISp,L2/3,L2/3_IT_3,L2/3_IT_3,unk,unk,unk
20180917_sample_4,18.1602984666824,69,Pvalb Il1rapl2,0.89,"Pvalb Il1rapl2 (89.3%), Pvalb Reln (9.1%)",SST-,0.397665369649805,L2/3,49,6.17379643751374,Sst-IRES-Cre/wt; Ai9/wt,Pvalb,M,0.92,L2/3,1.46527887621486,Pvalb Tpbg,Pvalb Tpbg (99.0%),Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20180917_sample_5,14.1084156930446,69,Sst Crhr2_1,0.67,"Sst Crhr2_1 (66.6%), Sst Hpse (28.0%), Sst Myh8_3 (3.0%)",SST+,1.15228426395939,L5,37,13.7048583186167,Sst-IRES-Cre/wt; Ai9/wt,Sst,M,0.761904761904761,L5,1.89591048270218,Sst Hpse Cbln4,"Sst Hpse Cbln4 (56.0%), Sst Crhr2 Efemp1 (42.0%)",Sst,Sst_Hpse,Sst_Hpse_Cbln4,Sst,Sst_Crhr2_1,Sst_Crhr2_1,unk,unk,unk
20180918_sample_1,9.96290892362594,159,Vip Mybpc1_3,0.95,Vip Mybpc1_3 (95.1%),VIP+,0.839447102604998,L2/3,19,17.5022036227977,Vip-IRES-Cre/wt; Ai9/wt,Vip,M,0.9,L2/3,2.01271038011279,Vip Lect1 Oxtr,Vip Lect1 Oxtr (99.0%),Vip,Vip_Lect1,Vip_Lect1_Oxtr,Vip,Vip_Mybpc1_3,Vip_Mybpc1_3,unk,unk,unk
20180918_sample_2,6.28985837101936,159,Vip Mybpc1_3,0.95,"Vip Mybpc1_3 (94.6%), Vip Mybpc1_2 (5.3%)",VIP+,1.31555555555555,L2/3,19,25.1954588919405,Vip-IRES-Cre/wt; Ai9/wt,Vip,M,0.583333333333333,L2/3,2.02598877252616,Vip Lect1 Oxtr,Vip Lect1 Oxtr (100.0%),Vip,Vip_Lect1,Vip_Lect1_Oxtr,Vip,Vip_Mybpc1_3,Vip_Mybpc1_3,unk,unk,unk
20180918_sample_3,12.5988684594631,159,Vip Gpc3,0.99,Vip Gpc3 (99.4%),VIP+,1.28809523809523,L5,24,5.75908747984097,Vip-IRES-Cre/wt; Ai9/wt,Vip,M,0.714285714285714,L5,2.28914932243113,Vip Arhgap36 Hmcn1,Vip Arhgap36 Hmcn1 (98.0%),Vip,Vip_Arhgap36,Vip_Arhgap36_Hmcn1,Vip,Vip_Gpc3,Vip_Gpc3,unk,unk,unk
20180920_sample_2,16.1063745617866,83,Pvalb Calb1_2,0.35,"Pvalb Calb1_2 (34.6%), Pvalb Reln (30.1%), Pvalb Kank4 (17.1%)",PV+,1.02558635394456,L5,71,7.39806633974993,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.868421052631579,L5,1.33571753025502,Pvalb Reln Tac1,"Pvalb Reln Tac1 (64.0%), Pvalb Reln Itm2a (28.0%), Pvalb Tpbg (5.0%)",Pvalb,Pvalb_Reln,Pvalb_Reln_Tac1,Pvalb,Pvalb_Calb1_2,Pvalb_Calb1_2,unk,unk,unk
20180920_sample_3,21.7873081564903,83,Pvalb Calb1_2,0.56,"Pvalb Calb1_2 (56.3%), Pvalb Kank4 (15.1%), Pvalb Reln (14.1%)",PV+,1.0607966457023,L5,66,10.6317828422722,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.857142857142857,L5,1.17790243012469,Pvalb Sema3e Kank4,"Pvalb Sema3e Kank4 (50.0%), Pvalb Reln Itm2a (40.0%), Pvalb Reln Tac1 (10.0%)",Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,Pvalb,Pvalb_Calb1_2,Pvalb_Calb1_2,unk,unk,unk
20180920_sample_4,19.8624990880489,83,Pvalb Reln,0.65,"Pvalb Reln (64.7%), Pvalb Kank4 (25.1%), Pvalb Gpr149 (9.0%)",PV+,1.4730064388311,L5,87,10.1855810847554,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.869565217391304,L5,1.12111775052166,Pvalb Reln Itm2a,Pvalb Reln Itm2a (97.0%),Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20180921_sample_2,14.4283697009086,94,Pvalb Reln,0.96,Pvalb Reln (95.9%),SST+,1.21052631578947,L5,53,12.2802631598283,Sst-IRES-Cre/wt; Ai9/wt,Pvalb,M,0.827586206896551,L5,1.50477123162923,Pvalb Reln Itm2a,Pvalb Reln Itm2a (100.0%),Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20180921_sample_3,17.5744816660881,94,Pvalb Gpr149,0.9,"Pvalb Gpr149 (90.1%), Pvalb Calb1_2 (6.9%)",SST+,1.04988662131519,L5,82,11.5131874934822,Sst-IRES-Cre/wt; Ai9/wt,Pvalb,M,0.928571428571428,L5,1.1694234971233,Pvalb Gpr149 Islr,Pvalb Gpr149 Islr (100.0%),Pvalb,Pvalb_Gpr149,Pvalb_Gpr149_Islr,Pvalb,Pvalb_Gpr149,Pvalb_Gpr149,unk,unk,unk
20180925_sample_9,21.9239257276058,90,Pvalb Calb1_2,0.63,"Pvalb Calb1_2 (63.1%), Pvalb Gpr149 (32.0%)",PV+,0.979851537645811,L5,76,9.54815207262114,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.973684210526315,L5,1.15687627563958,Pvalb Reln Tac1,"Pvalb Reln Tac1 (59.0%), Pvalb Gpr149 Islr (40.0%)",Pvalb,Pvalb_Reln,Pvalb_Reln_Tac1,Pvalb,Pvalb_Calb1_2,Pvalb_Calb1_2,unk,unk,unk
20180926_sample_1,23.232227191329,49,Pvalb Il1rapl2,0.83,"Pvalb Il1rapl2 (82.7%), Pvalb Reln (16.0%)",PV+,1.11623246492985,L5,86,9.01351805913892,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.888888888888888,L5,1.16166858081279,Pvalb Reln Itm2a,"Pvalb Reln Itm2a (84.0%), Pvalb Tpbg (14.0%)",Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20180926_sample_3,20.8164379000663,49,Pvalb Reln,0.98,Pvalb Reln (98.1%),PV+,1.09694793536804,L5,61,15.9097319313772,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.875,L5,1.32248992786435,Pvalb Reln Itm2a,Pvalb Reln Itm2a (98.0%),Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20180926_sample_7,23.967083543539,49,Pvalb Il1rapl2,0.39,"Pvalb Il1rapl2 (39.3%), Pvalb Reln (34.6%), Pvalb Kank4 (12.4%)",PV+,1.19230769230769,L5,98,5.8360708766194,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.865384615384615,L5,1.06720693782045,Pvalb Reln Itm2a,"Pvalb Reln Itm2a (70.0%), Pvalb Tpbg (30.0%)",Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20180926_sample_9,8.92126001417636,49,L2/3 IT_3,0.87,"L2/3 IT_3 (87.3%), L2/3 IT_2 (6.6%), L4/5 IT_2 (1.3%)",PV-,2.82385195339273,L2/3,7,11.0869281636051,Pvalb-Cre/wt; Ai9/wt,IT,M,0.75,L2/3,3.5857056663224,L2/3 IT ALM Macc1 Lrg1,"L2/3 IT ALM Macc1 Lrg1 (78.0%), L2/3 IT VISp Agmat (18.0%)",L2/3,L2/3_IT,L2/3_IT_ALM,L2/3,L2/3_IT_3,L2/3_IT_3,unk,unk,unk
20180927_sample_1,18.3911100029945,50,Pvalb Calb1_2,0.37,"Pvalb Calb1_2 (36.7%), Pvalb Kank4 (17.0%), Pvalb Gpr149 (16.6%)",PV+,1.04526748971193,L5,84,10.5821556684768,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.886363636363636,L5,1.20904172009143,Pvalb Reln Itm2a,"Pvalb Reln Itm2a (76.0%), Pvalb Sema3e Kank4 (16.0%), Pvalb Tpbg (6.0%)",Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Calb1_2,Pvalb_Calb1_2,unk,unk,unk
20180927_sample_2,17.4186043441295,50,Pvalb Reln,1.0,Pvalb Reln (99.6%),PV+,1.214463840399,L5,53,11.5059096632269,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.857142857142857,L5,1.40399220306488,Pvalb Reln Itm2a,Pvalb Reln Itm2a (100.0%),Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20180927_sample_4,16.175203025341,50,Pvalb Calb1_2,0.47,"Pvalb Calb1_2 (47.4%), Pvalb Reln (46.0%), Pvalb Kank4 (3.0%)",PV+,1.13521126760563,L5,59,9.69482760366655,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.870967741935483,L5,1.44366345301691,Pvalb Reln Tac1,"Pvalb Reln Tac1 (85.0%), Pvalb Reln Itm2a (14.0%)",Pvalb,Pvalb_Reln,Pvalb_Reln_Tac1,Pvalb,Pvalb_Calb1_2,Pvalb_Calb1_2,unk,unk,unk
20180927_sample_5,16.5226906538009,50,Pvalb Reln,0.53,"Pvalb Reln (53.4%), Pvalb Kank4 (22.7%), Pvalb Gpr149 (20.7%)",PV+,1.28063241106719,L5,116,6.82193939272529,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.885245901639344,L5,1.06522400867219,Pvalb Reln Itm2a,Pvalb Reln Itm2a (100.0%),Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20180927_sample_7,17.8792625665664,50,Pvalb Reln,0.64,"Pvalb Reln (63.6%), Pvalb Kank4 (19.1%), Pvalb Gpr149 (17.1%)",PV+,1.14919354838709,L5,124,8.08975103363766,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.892307692307692,L5,1.07375779113624,Pvalb Reln Itm2a,Pvalb Reln Itm2a (100.0%),Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20180927_sample_9,1.31423771381378,50,L2/3 IT_3,0.85,"L2/3 IT_3 (85.4%), L4/5 IT_1 (3.7%), L6 IT_1 (3.4%)",PV+,1.90333618477331,L2/3,14,18.3256513452815,Pvalb-Cre/wt; Ai9/wt,IT,M,0.75,L2/3,5.03591804178883,L2/3 IT ALM Macc1 Lrg1,"L2/3 IT ALM Macc1 Lrg1 (84.0%), L2/3 IT VISp Agmat (11.0%)",L2/3,L2/3_IT,L2/3_IT_ALM,L2/3,L2/3_IT_3,L2/3_IT_3,unk,unk,unk
20181002_sample_10,16.9024541974067,55,Pvalb Reln,0.98,Pvalb Reln (97.9%),PV+,1.04468718967229,L5,69,7.61653482113272,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.7,L5,1.02575364885626,Pvalb Reln Itm2a,Pvalb Reln Itm2a (100.0%),Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20181002_sample_2,18.2049721479415,55,Pvalb Il1rapl2,0.33,"Pvalb Il1rapl2 (32.7%), Pvalb Reln (27.0%), Pvalb Calb1_2 (15.6%)",PV+,1.3322033898305,L2/3,53,8.15039199162602,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.857142857142857,L2/3,1.22768688427063,Pvalb Tpbg,"Pvalb Tpbg (82.0%), Pvalb Reln Itm2a (11.0%), Pvalb Reln Tac1 (7.0%)",Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20181002_sample_3,16.6705325245857,55,Pvalb Reln,0.61,"Pvalb Reln (60.6%), Pvalb Il1rapl2 (32.6%), Pvalb Vipr2_2 (2.3%)",PV+,1.13904761904762,L5,63,8.3070554445223,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.878787878787878,L5,1.26012472003813,Pvalb Reln Itm2a,Pvalb Reln Itm2a (100.0%),Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20181002_sample_4,19.6516588330268,55,Pvalb Calb1_2,0.32,"Pvalb Calb1_2 (32.1%), Pvalb Gpr149 (20.9%), Pvalb Il1rapl2 (16.9%)",PV+,1.13389121338912,L5,47,11.2558962937513,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.74074074074074,L5,1.3302473097307,Pvalb Gpr149 Islr,"Pvalb Gpr149 Islr (62.0%), Pvalb Tpbg (25.0%), Pvalb Reln Itm2a (6.0%)",Pvalb,Pvalb_Gpr149,Pvalb_Gpr149_Islr,Pvalb,Pvalb_Calb1_2,Pvalb_Calb1_2,unk,unk,unk
20181002_sample_5,21.7242203652858,55,Pvalb Il1rapl2,0.61,"Pvalb Il1rapl2 (61.0%), Pvalb Kank4 (17.3%), Pvalb Calb1_2 (11.9%)",PV+,1.26347305389221,L5,62,11.9913850379332,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.794117647058823,L5,1.08614145145664,Pvalb Tpbg,"Pvalb Tpbg (91.0%), Pvalb Sema3e Kank4 (7.0%)",Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20181002_sample_6,10.855495929718,55,Pvalb Reln,0.96,Pvalb Reln (96.4%),PV+,1.1128526645768,L5,90,10.197648914574,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.836734693877551,L5,1.22969555183081,Pvalb Reln Itm2a,Pvalb Reln Itm2a (100.0%),Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20181002_sample_7,9.91858169436454,55,L2/3 IT_3,0.75,"L2/3 IT_3 (75.0%), L2/3 IT_2 (19.1%), L2/3 IT_1 (4.6%)",PV-,1.53445747800586,L2/3,12,10.1567087670337,Pvalb-Cre/wt; Ai9/wt,IT,M,0.714285714285714,L2/3,4.31567098793776,L2/3 IT VISp Rrad,"L2/3 IT VISp Rrad (82.0%), L2/3 IT VISp Agmat (17.0%)",L2/3,L2/3_IT,L2/3_IT_VISp,L2/3,L2/3_IT_3,L2/3_IT_3,unk,unk,unk
20181002_sample_8,18.3132179081439,55,Pvalb Reln,0.61,"Pvalb Reln (60.9%), Pvalb Il1rapl2 (22.7%), Pvalb Calb1_2 (11.3%)",PV+,1.13541666666666,L2/3,48,8.30774944453993,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.88,L5,1.22495089641716,Pvalb Reln Itm2a,"Pvalb Reln Itm2a (84.0%), Pvalb Tpbg (9.0%), Pvalb Reln Tac1 (6.0%)",Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20181002_sample_9,20.9783483296632,55,Sst Pvalb Calb2,0.96,Sst Pvalb Calb2 (96.4%),PV+,1.01797175866495,L5,76,8.00236428273053,Pvalb-Cre/wt; Ai9/wt,Sst,M,0.875,L5,1.04927041609841,Sst Mme Fam114a1,Sst Mme Fam114a1 (100.0%),Sst,Sst_Mme,Sst_Mme_Fam114a1,Sst,Sst_Pvalb,Sst_Pvalb_Calb2,unk,unk,unk
20181003_sample_10,16.5242850780487,63,Sst Pvalb Calb2,0.99,Sst Pvalb Calb2 (99.4%),SST+,1.13799621928166,L5,42,14.2931193375245,Sst-IRES-Cre/wt; Ai9/wt,Sst,F,0.75,L5,1.49965370102469,Sst Tac1 Htr1d,"Sst Tac1 Htr1d (39.0%), Sst Mme Fam114a1 (29.0%), Sst Tac1 Tacr3 (26.0%)",Sst,Sst_Tac1,Sst_Tac1_Htr1d,Sst,Sst_Pvalb,Sst_Pvalb_Calb2,unk,unk,unk
20181003_sample_2,10.0066065788269,63,Sst Chodl,1.0,Sst Chodl (100.0%),SST+,1.13124999999999,L5,12,36.6839618650251,Sst-IRES-Cre/wt; Ai9/wt,Sst,F,0.714285714285714,L5,2.8987386097884,Sst Chodl,Sst Chodl (100.0%),Sst,Sst_Chodl,Sst_Chodl,Sst,Sst_Chodl,Sst_Chodl,unk,unk,unk
20181003_sample_3,12.4221667647361,63,Sst Calb2,0.97,Sst Calb2 (97.4%),SST+,1.16122448979591,L2/3,28,20.4718253966093,Sst-IRES-Cre/wt; Ai9/wt,Sst,F,0.8,L2/3,1.87239549291671,Sst Calb2 Pdlim5,"Sst Calb2 Pdlim5 (87.0%), Sst Hpse Cbln4 (10.0%)",Sst,Sst_Calb2,Sst_Calb2_Pdlim5,Sst,Sst_Calb2,Sst_Calb2,unk,unk,unk
20181003_sample_4,10.9875947237014,63,Sst Hpse,0.88,"Sst Hpse (87.6%), Sst Calb2 (12.0%)",SST+,0.924130663856691,L5,33,14.6539904589904,Sst-IRES-Cre/wt; Ai9/wt,Sst,F,0.736842105263157,L5,2.06945064714163,Sst Hpse Cbln4,Sst Hpse Cbln4 (100.0%),Sst,Sst_Hpse,Sst_Hpse_Cbln4,Sst,Sst_Hpse,Sst_Hpse,unk,unk,unk
